 
****************************************
Report : resources
Design : DSP_Unit_THREAD_POOL_SIZE3_accl_en1_replicate_accl_en0_multithreaded_accl_en0_SPM_NUM4_Addr_Width14_SIMD8_ACCL_NUM1_FU_NUM1_TPS_CEIL2_TPS_BUF_CEIL1_SPM_ADDR_WID3_SIMD_BITS3_Data_Width32_SIMD_Width256
Version: V-2023.12
Date   : Wed Sep 24 17:19:45 2025
****************************************


Resource Report for this hierarchy in file
        /home/g.vilarde/Klessydra/pulpino-klessydra/ips/FU_breakdown/DSP/RTL-DSP_Unit_syn.vhd
=============================================================================
| Cell           | Module         | Parameters | Contained Operations       |
| lt_x_177           | DW_cmp           | apparch (area)     |                |
| lt_x_178           | DW_cmp           | apparch (area)     |                |
| lt_x_179           | DW_cmp           | apparch (area)     |                |
| lt_x_180           | DW_cmp           | apparch (area)     |                |
| lt_x_181           | DW_cmp           | apparch (area)     |                |
| lt_x_182           | DW_cmp           | apparch (area)     |                |
| lt_x_183           | DW_cmp           | apparch (area)     |                |
| lt_x_184           | DW_cmp           | apparch (area)     |                |
| lt_x_185           | DW_cmp           | apparch (area)     |                |
| lt_x_186           | DW_cmp           | apparch (area)     |                |
| lt_x_187           | DW_cmp           | apparch (area)     |                |
| lt_x_188           | DW_cmp           | apparch (area)     |                |
| lt_x_189           | DW_cmp           | apparch (area)     |                |
| lt_x_190           | DW_cmp           | apparch (area)     |                |
| lt_x_191           | DW_cmp           | apparch (area)     |                |
| lt_x_192           | DW_cmp           | apparch (area)     |                |
| lt_x_193           | DW_cmp           | apparch (area)     |                |
| lt_x_194           | DW_cmp           | apparch (area)     |                |
| lt_x_195           | DW_cmp           | apparch (area)     |                |
| lt_x_196           | DW_cmp           | apparch (area)     |                |
| lt_x_197           | DW_cmp           | apparch (area)     |                |
| lt_x_198           | DW_cmp           | apparch (area)     |                |
| lt_x_199           | DW_cmp           | apparch (area)     |                |
| lt_x_200           | DW_cmp           | apparch (area)     |                |
| lt_x_201           | DW_cmp           | apparch (area)     |                |
| lt_x_202           | DW_cmp           | apparch (area)     |                |
| lt_x_203           | DW_cmp           | apparch (area)     |                |
| lt_x_204           | DW_cmp           | apparch (area)     |                |
| lt_x_205           | DW_cmp           | apparch (area)     |                |
| lt_x_206           | DW_cmp           | apparch (area)     |                |
| lt_x_207           | DW_cmp           | apparch (area)     |                |
| lt_x_208           | DW_cmp           | apparch (area)     |                |
| lt_x_209           | DW_cmp           | apparch (area)     |                |
| lt_x_210           | DW_cmp           | apparch (area)     |                |
| lt_x_211           | DW_cmp           | apparch (area)     |                |
| lt_x_212           | DW_cmp           | apparch (area)     |                |
| lt_x_213           | DW_cmp           | apparch (area)     |                |
| lt_x_214           | DW_cmp           | apparch (area)     |                |
| lt_x_215           | DW_cmp           | apparch (area)     |                |
| lt_x_216           | DW_cmp           | apparch (area)     |                |
| lt_x_217           | DW_cmp           | apparch (area)     |                |
| lt_x_218           | DW_cmp           | apparch (area)     |                |
| lt_x_219           | DW_cmp           | apparch (area)     |                |
| lt_x_220           | DW_cmp           | apparch (area)     |                |
| lt_x_221           | DW_cmp           | apparch (area)     |                |
| lt_x_222           | DW_cmp           | apparch (area)     |                |
| lt_x_223           | DW_cmp           | apparch (area)     |                |
| lt_x_224           | DW_cmp           | apparch (area)     |                |
| lt_x_225           | DW_cmp           | apparch (area)     |                |
| lt_x_226           | DW_cmp           | apparch (area)     |                |
| lt_x_227           | DW_cmp           | apparch (area)     |                |
| lt_x_228           | DW_cmp           | apparch (area)     |                |
| lt_x_229           | DW_cmp           | apparch (area)     |                |
| lt_x_230           | DW_cmp           | apparch (area)     |                |
| lt_x_231           | DW_cmp           | apparch (area)     |                |
| lt_x_232           | DW_cmp           | apparch (area)     |                |
| lt_x_233           | DW_cmp           | apparch (area)     |                |
| lt_x_234           | DW_cmp           | apparch (area)     |                |
| lt_x_235           | DW_cmp           | apparch (area)     |                |
| lt_x_236           | DW_cmp           | apparch (area)     |                |
| lt_x_237           | DW_cmp           | apparch (area)     |                |
| lt_x_238           | DW_cmp           | apparch (area)     |                |
| lt_x_239           | DW_cmp           | apparch (area)     |                |
| lt_x_240           | DW_cmp           | apparch (area)     |                |
| lt_x_241           | DW_cmp           | apparch (area)     |                |
| lt_x_242           | DW_cmp           | apparch (area)     |                |
| lt_x_243           | DW_cmp           | apparch (area)     |                |
| lt_x_244           | DW_cmp           | apparch (area)     |                |
| lt_x_245           | DW_cmp           | apparch (area)     |                |
| lt_x_246           | DW_cmp           | apparch (area)     |                |
| lt_x_247           | DW_cmp           | apparch (area)     |                |
| lt_x_248           | DW_cmp           | apparch (area)     |                |
| lt_x_249           | DW_cmp           | apparch (area)     |                |
| lt_x_250           | DW_cmp           | apparch (area)     |                |
| lt_x_251           | DW_cmp           | apparch (area)     |                |
| lt_x_252           | DW_cmp           | apparch (area)     |                |
| lt_x_253           | DW_cmp           | apparch (area)     |                |
| lt_x_254           | DW_cmp           | apparch (area)     |                |
| lt_x_255           | DW_cmp           | apparch (area)     |                |
| lt_x_256           | DW_cmp           | apparch (area)     |                |
| lt_x_257           | DW_cmp           | apparch (area)     |                |
| lt_x_258           | DW_cmp           | apparch (area)     |                |
| lt_x_259           | DW_cmp           | apparch (area)     |                |
| lt_x_260           | DW_cmp           | apparch (area)     |                |
| lt_x_261           | DW_cmp           | apparch (area)     |                |
| lt_x_262           | DW_cmp           | apparch (area)     |                |
| lt_x_263           | DW_cmp           | apparch (area)     |                |
| lt_x_264           | DW_cmp           | apparch (area)     |                |
| lte_x_476          | DW_cmp           | apparch (area)     |                |
| lte_x_477          | DW_cmp           | apparch (area)     |                |
| lte_x_478          | DW_cmp           | apparch (area)     |                |
| lte_x_480          | DW_cmp           | apparch (area)     |                |
| lte_x_482          | DW_cmp           | apparch (area)     |                |
| lte_x_484          | DW_cmp           | apparch (area)     |                |
| lte_x_486          | DW_cmp           | apparch (area)     |                |
| lte_x_488          | DW_cmp           | apparch (area)     |                |
| lte_x_490          | DW_cmp           | apparch (area)     |                |
| lte_x_492          | DW_cmp           | apparch (area)     |                |
| mult_x_1195        | DW_mult_uns      | apparch (area)     |                |
|                    |                  | mult_arch: and     |                |
| mult_x_1196        | DW_mult_uns      | apparch (area)     |                |
|                    |                  | mult_arch: and     |                |
| gte_x_1197         | DW_cmp           | apparch (area)     |                |
| gt_x_1198          | DW_cmp           | apparch (area)     |                |
| gt_x_1199          | DW_cmp           | apparch (area)     |                |
| sub_x_479          | DW01_dec         | apparch (area)     |                |
| add_x_1            | DW01_inc         | apparch (area)     |                |
| add_x_487          | DW01_add         | apparch (area)     |                |
| add_x_489          | DW01_add         | apparch (area)     |                |
| add_x_491          | DW01_add         | apparch (area)     |                |
| add_x_493          | DW01_add         | apparch (area)     |                |
| add_x_483          | DW01_add         | apparch (area)     |                |
| add_x_485          | DW01_add         | apparch (area)     |                |
| add_x_481          | DW01_inc         | apparch (area)     |                |
| add_x_2            | DW01_add         | apparch (area)     |                |
| DP_OP_1749J7_122_7473                 |                    |                |
|                    | DP_OP_1749J7_122_7473 | str (area)    |                |
| DP_OP_1750J7_123_7472                 |                    |                |
|                    | DP_OP_1750J7_123_7472 | str (area)    |                |
| DP_OP_1751J7_130_1423                 |                    |                |
|                    | DP_OP_1751J7_130_1423 | str (area)    |                |
| DP_OP_491J7_127_1607                  |                    |                |
|                    | DP_OP_491J7_127_1607 | str (area)     |                |
| DP_OP_489J7_124_806                   |                    |                |
|                    | DP_OP_489J7_124_806 | str (area)      |                |
===============================================================================

 
****************************************
Design : ACCUMULATOR_multithreaded_accl_en0_SIMD8_ACCL_NUM1_FU_NUM1_SIMD_Width256
****************************************

Resource Report for this hierarchy in file
        /home/g.vilarde/Klessydra/pulpino-klessydra/ips/FU_breakdown/DSP/RTL-Accumulator_syn.vhd
=============================================================================
| Cell           | Module         | Parameters | Contained Operations       |
=============================================================================
| add_x_1        | DW01_add       | width=32   | add_225 (RTL-Accumulator_syn.vhd:225) |
| add_x_2        | DW01_add       | width=32   | add_226 (RTL-Accumulator_syn.vhd:226) |
| add_x_3        | DW01_add       | width=32   | add_227 (RTL-Accumulator_syn.vhd:227) |
| add_x_4        | DW01_add       | width=32   | add_228 (RTL-Accumulator_syn.vhd:228) |
| add_x_5        | DW01_add       | width=16   | add_242 (RTL-Accumulator_syn.vhd:242) |
| add_x_6        | DW01_add       | width=16   | add_243 (RTL-Accumulator_syn.vhd:243) |
| add_x_7        | DW01_add       | width=16   | add_244 (RTL-Accumulator_syn.vhd:244) |
| add_x_8        | DW01_add       | width=16   | add_245 (RTL-Accumulator_syn.vhd:245) |
| add_x_9        | DW01_add       | width=16   | add_246 (RTL-Accumulator_syn.vhd:246) |
| add_x_10       | DW01_add       | width=16   | add_247 (RTL-Accumulator_syn.vhd:247) |
| add_x_11       | DW01_add       | width=16   | add_248 (RTL-Accumulator_syn.vhd:248) |
| add_x_12       | DW01_add       | width=16   | add_249 (RTL-Accumulator_syn.vhd:249) |
| DP_OP_139J2_122_169             |            |                            |
|                | DP_OP_139J2_122_169 |       |                            |
| DP_OP_140J2_123_169             |            |                            |
|                | DP_OP_140J2_123_169 |       |                            |
| DP_OP_141J2_124_169             |            |                            |
|                | DP_OP_141J2_124_169 |       |                            |
| DP_OP_142J2_125_169             |            |                            |
|                | DP_OP_142J2_125_169 |       |                            |
| DP_OP_143J2_126_1839            |            |                            |
|                | DP_OP_143J2_126_1839 |      |                            |
=============================================================================

Datapath Report for DP_OP_139J2_122_169
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_139J2_122_169  | add_252 (RTL-Accumulator_syn.vhd:252)               |
|                      | add_252_2 (RTL-Accumulator_syn.vhd:252)             |
|                      | add_252_3 (RTL-Accumulator_syn.vhd:252)             |
|                      | add_252_4 (RTL-Accumulator_syn.vhd:252)             |
|                      | add_252_5 (RTL-Accumulator_syn.vhd:252)             |
|                      | add_252_6 (RTL-Accumulator_syn.vhd:252)             |
|                      | add_252_7 (RTL-Accumulator_syn.vhd:252)             |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 16    |                                          |
| I2    | PI   | Unsigned | 16    |                                          |
| O1    | PO   | Unsigned | 16    | I1 + I2 (RTL-Accumulator_syn.vhd:252)    |
==============================================================================

Datapath Report for DP_OP_140J2_123_169
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_140J2_123_169  | add_252 (RTL-Accumulator_syn.vhd:252)               |
|                      | add_252_2 (RTL-Accumulator_syn.vhd:252)             |
|                      | add_252_3 (RTL-Accumulator_syn.vhd:252)             |
|                      | add_252_4 (RTL-Accumulator_syn.vhd:252)             |
|                      | add_252_5 (RTL-Accumulator_syn.vhd:252)             |
|                      | add_252_6 (RTL-Accumulator_syn.vhd:252)             |
|                      | add_252_7 (RTL-Accumulator_syn.vhd:252)             |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 16    |                                          |
| I2    | PI   | Unsigned | 16    |                                          |
| O1    | PO   | Unsigned | 16    | I1 + I2 (RTL-Accumulator_syn.vhd:252)    |
==============================================================================

Datapath Report for DP_OP_141J2_124_169
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_141J2_124_169  | add_252 (RTL-Accumulator_syn.vhd:252)               |
|                      | add_252_2 (RTL-Accumulator_syn.vhd:252)             |
|                      | add_252_3 (RTL-Accumulator_syn.vhd:252)             |
|                      | add_252_4 (RTL-Accumulator_syn.vhd:252)             |
|                      | add_252_5 (RTL-Accumulator_syn.vhd:252)             |
|                      | add_252_6 (RTL-Accumulator_syn.vhd:252)             |
|                      | add_252_7 (RTL-Accumulator_syn.vhd:252)             |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 16    |                                          |
| I2    | PI   | Unsigned | 16    |                                          |
| O1    | PO   | Unsigned | 16    | I1 + I2 (RTL-Accumulator_syn.vhd:252)    |
==============================================================================

Datapath Report for DP_OP_142J2_125_169
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_142J2_125_169  | add_252 (RTL-Accumulator_syn.vhd:252)               |
|                      | add_252_2 (RTL-Accumulator_syn.vhd:252)             |
|                      | add_252_3 (RTL-Accumulator_syn.vhd:252)             |
|                      | add_252_4 (RTL-Accumulator_syn.vhd:252)             |
|                      | add_252_5 (RTL-Accumulator_syn.vhd:252)             |
|                      | add_252_6 (RTL-Accumulator_syn.vhd:252)             |
|                      | add_252_7 (RTL-Accumulator_syn.vhd:252)             |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 16    |                                          |
| I2    | PI   | Unsigned | 16    |                                          |
| O1    | PO   | Unsigned | 16    | I1 + I2 (RTL-Accumulator_syn.vhd:252)    |
==============================================================================

Datapath Report for DP_OP_143J2_126_1839
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_143J2_126_1839 | add_231 (RTL-Accumulator_syn.vhd:231)               |
|                      | add_231_2 (RTL-Accumulator_syn.vhd:231)             |
|                      | add_231_3 (RTL-Accumulator_syn.vhd:231)             |
|                      | add_231_4 (RTL-Accumulator_syn.vhd:231)             |
|                      | add_252 (RTL-Accumulator_syn.vhd:252)               |
|                      | add_252_2 (RTL-Accumulator_syn.vhd:252)             |
|                      | add_252_3 (RTL-Accumulator_syn.vhd:252)             |
|                      | add_252_4 (RTL-Accumulator_syn.vhd:252)             |
|                      | add_252_5 (RTL-Accumulator_syn.vhd:252)             |
|                      | add_252_6 (RTL-Accumulator_syn.vhd:252)             |
|                      | add_252_7 (RTL-Accumulator_syn.vhd:252)             |
|                      | C1971 (RTL-Accumulator_syn.vhd:251)                 |
|                      | C1973 (RTL-Accumulator_syn.vhd:237)                 |
|                      | C1966 (RTL-Accumulator_syn.vhd:230)                 |
|                      | C1976 (RTL-Accumulator_syn.vhd:220)                 |
|                      | add_252_8 (RTL-Accumulator_syn.vhd:252)             |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 32    |                                          |
| I2    | PI   | Unsigned | 32    |                                          |
| I3    | PI   | Unsigned | 32    |                                          |
| I4    | PI   | Unsigned | 32    |                                          |
| I5    | PI   | Unsigned | 16    |                                          |
| I6    | PI   | Unsigned | 1     |                                          |
| I7    | PI   | Unsigned | 1     |                                          |
| I8    | PI   | Unsigned | 32    |                                          |
| T137  | IFO  | Unsigned | 32    | { I6, I7 } ? I5 : O1 ( RTL-Accumulator_syn.vhd:220 RTL-Accumulator_syn.vhd:230 RTL-Accumulator_syn.vhd:237 RTL-Accumulator_syn.vhd:251 ) |
| O1    | PO   | Unsigned | 32    | I1 + I2 + I3 + I4 ( RTL-Accumulator_syn.vhd:231 RTL-Accumulator_syn.vhd:252 ) |
| O2    | PO   | Unsigned | 32    | I8 + T137 ( RTL-Accumulator_syn.vhd:231 RTL-Accumulator_syn.vhd:252 ) |
==============================================================================


Datapath Extraction Report

Information: Operator associated with resources 'add_252 (RTL-Accumulator_syn.vhd:252) add_252_2 (RTL-Accumulator_syn.vhd:252) add_252_3 (RTL-Accumulator_syn.vhd:252) add_252_4 (RTL-Accumulator_syn.vhd:252) add_252_5 (RTL-Accumulator_syn.vhd:252) add_252_6 (RTL-Accumulator_syn.vhd:252) add_252_7 (RTL-Accumulator_syn.vhd:252)' in design 'ACCUMULATOR_multithreaded_accl_en0_SIMD8_ACCL_NUM1_FU_NUM1_SIMD_Width256' breaks the datapath extraction because there is leakage due to truncation on its fanout.  (HDL-120)

Information: Operator associated with resources 'add_252 (RTL-Accumulator_syn.vhd:252) add_252_2 (RTL-Accumulator_syn.vhd:252) add_252_3 (RTL-Accumulator_syn.vhd:252) add_252_4 (RTL-Accumulator_syn.vhd:252) add_252_5 (RTL-Accumulator_syn.vhd:252) add_252_6 (RTL-Accumulator_syn.vhd:252) add_252_7 (RTL-Accumulator_syn.vhd:252)' in design 'ACCUMULATOR_multithreaded_accl_en0_SIMD8_ACCL_NUM1_FU_NUM1_SIMD_Width256' breaks the datapath extraction because there is leakage due to truncation on its fanout.  (HDL-120)

Information: Operator associated with resources 'add_252 (RTL-Accumulator_syn.vhd:252) add_252_2 (RTL-Accumulator_syn.vhd:252) add_252_3 (RTL-Accumulator_syn.vhd:252) add_252_4 (RTL-Accumulator_syn.vhd:252) add_252_5 (RTL-Accumulator_syn.vhd:252) add_252_6 (RTL-Accumulator_syn.vhd:252) add_252_7 (RTL-Accumulator_syn.vhd:252)' in design 'ACCUMULATOR_multithreaded_accl_en0_SIMD8_ACCL_NUM1_FU_NUM1_SIMD_Width256' breaks the datapath extraction because there is leakage due to truncation on its fanout.  (HDL-120)

Information: Operator associated with resources 'add_252 (RTL-Accumulator_syn.vhd:252) add_252_2 (RTL-Accumulator_syn.vhd:252) add_252_3 (RTL-Accumulator_syn.vhd:252) add_252_4 (RTL-Accumulator_syn.vhd:252) add_252_5 (RTL-Accumulator_syn.vhd:252) add_252_6 (RTL-Accumulator_syn.vhd:252) add_252_7 (RTL-Accumulator_syn.vhd:252)' in design 'ACCUMULATOR_multithreaded_accl_en0_SIMD8_ACCL_NUM1_FU_NUM1_SIMD_Width256' breaks the datapath extraction because there is leakage due to truncation on its fanout.  (HDL-120)

Information: Operator associated with resources 'add_252 (RTL-Accumulator_syn.vhd:252) add_252_2 (RTL-Accumulator_syn.vhd:252) add_252_3 (RTL-Accumulator_syn.vhd:252) add_252_4 (RTL-Accumulator_syn.vhd:252) add_252_5 (RTL-Accumulator_syn.vhd:252) add_252_6 (RTL-Accumulator_syn.vhd:252) add_252_7 (RTL-Accumulator_syn.vhd:252)' in design 'ACCUMULATOR_multithreaded_accl_en0_SIMD8_ACCL_NUM1_FU_NUM1_SIMD_Width256' breaks the datapath extraction because there is leakage due to truncation on its fanout to operator of resources 'add_252_8 (RTL-Accumulator_syn.vhd:252)'.  (HDL-120)


Implementation Report
===============================================================================
|                    |                  | Current            | Set            |
| Cell               | Module           | Implementation     | Implementation |
===============================================================================
| add_x_1            | DW01_add         | apparch (area)     |                |
| add_x_2            | DW01_add         | apparch (area)     |                |
| add_x_3            | DW01_add         | apparch (area)     |                |
| add_x_4            | DW01_add         | apparch (area)     |                |
| add_x_5            | DW01_add         | apparch (area)     |                |
| add_x_6            | DW01_add         | apparch (area)     |                |
| add_x_7            | DW01_add         | apparch (area)     |                |
| add_x_8            | DW01_add         | apparch (area)     |                |
| add_x_9            | DW01_add         | apparch (area)     |                |
| add_x_10           | DW01_add         | apparch (area)     |                |
| add_x_11           | DW01_add         | apparch (area)     |                |
| add_x_12           | DW01_add         | apparch (area)     |                |
| DP_OP_139J2_122_169                   |                    |                |
|                    | DP_OP_139J2_122_169 | str (area)      |                |
| DP_OP_140J2_123_169                   |                    |                |
|                    | DP_OP_140J2_123_169 | str (area)      |                |
| DP_OP_141J2_124_169                   |                    |                |
|                    | DP_OP_141J2_124_169 | str (area)      |                |
| DP_OP_142J2_125_169                   |                    |                |
|                    | DP_OP_142J2_125_169 | str (area)      |                |
| DP_OP_143J2_126_1839                  |                    |                |
|                    | DP_OP_143J2_126_1839 | str (area)     |                |
===============================================================================

 
****************************************
Design : MULTIPLIER_multithreaded_accl_en0_SIMD8_ACCL_NUM1_FU_NUM1_Data_Width32_SIMD_Width256
****************************************

Resource Report for this hierarchy in file
        /home/g.vilarde/Klessydra/pulpino-klessydra/ips/FU_breakdown/DSP/RTL-Multiplier_syn.vhd
=============================================================================
| Cell           | Module         | Parameters | Contained Operations       |
=============================================================================
| mult_x_1       | DW_mult_uns    | a_width=16 | mult_95 (RTL-Multiplier_syn.vhd:95) |
        |                | b_width=16 |                            |
| mult_x_2       | DW_mult_uns    | a_width=16 | mult_96 (RTL-Multiplier_syn.vhd:96) |
        |                | b_width=16 |                            |
| mult_x_3       | DW_mult_uns    | a_width=16 | mult_97 (RTL-Multiplier_syn.vhd:97) |
        |                | b_width=16 |                            |
| mult_x_4       | DW_mult_uns    | a_width=16 | mult_98 (RTL-Multiplier_syn.vhd:98) |
        |                | b_width=16 |                            |
| mult_x_5       | DW_mult_uns    | a_width=16 | mult_95_I2_I1 (RTL-Multiplier_syn.vhd:95) |
  |                | b_width=16 |                            |
| mult_x_6       | DW_mult_uns    | a_width=16 | mult_96_I2_I1 (RTL-Multiplier_syn.vhd:96) |
  |                | b_width=16 |                            |
| mult_x_7       | DW_mult_uns    | a_width=16 | mult_97_I2_I1 (RTL-Multiplier_syn.vhd:97) |
  |                | b_width=16 |                            |
| mult_x_8       | DW_mult_uns    | a_width=16 | mult_98_I2_I1 (RTL-Multiplier_syn.vhd:98) |
  |                | b_width=16 |                            |
| mult_x_9       | DW_mult_uns    | a_width=16 | mult_95_I3_I1 (RTL-Multiplier_syn.vhd:95) |
  |                | b_width=16 |                            |
| mult_x_10      | DW_mult_uns    | a_width=16 | mult_96_I3_I1 (RTL-Multiplier_syn.vhd:96) |
  |                | b_width=16 |                            |
| mult_x_11      | DW_mult_uns    | a_width=16 | mult_97_I3_I1 (RTL-Multiplier_syn.vhd:97) |
  |                | b_width=16 |                            |
| mult_x_12      | DW_mult_uns    | a_width=16 | mult_98_I3_I1 (RTL-Multiplier_syn.vhd:98) |
  |                | b_width=16 |                            |
| mult_x_13      | DW_mult_uns    | a_width=16 | mult_95_I4_I1 (RTL-Multiplier_syn.vhd:95) |
  |                | b_width=16 |                            |
| mult_x_14      | DW_mult_uns    | a_width=16 | mult_96_I4_I1 (RTL-Multiplier_syn.vhd:96) |
  |                | b_width=16 |                            |
| mult_x_15      | DW_mult_uns    | a_width=16 | mult_97_I4_I1 (RTL-Multiplier_syn.vhd:97) |
  |                | b_width=16 |                            |
| mult_x_16      | DW_mult_uns    | a_width=16 | mult_98_I4_I1 (RTL-Multiplier_syn.vhd:98) |
  |                | b_width=16 |                            |
| mult_x_17      | DW_mult_uns    | a_width=16 | mult_95_I5_I1 (RTL-Multiplier_syn.vhd:95) |
  |                | b_width=16 |                            |
| mult_x_18      | DW_mult_uns    | a_width=16 | mult_96_I5_I1 (RTL-Multiplier_syn.vhd:96) |
  |                | b_width=16 |                            |
| mult_x_19      | DW_mult_uns    | a_width=16 | mult_97_I5_I1 (RTL-Multiplier_syn.vhd:97) |
  |                | b_width=16 |                            |
| mult_x_20      | DW_mult_uns    | a_width=16 | mult_98_I5_I1 (RTL-Multiplier_syn.vhd:98) |
  |                | b_width=16 |                            |
| mult_x_21      | DW_mult_uns    | a_width=16 | mult_95_I6_I1 (RTL-Multiplier_syn.vhd:95) |
  |                | b_width=16 |                            |
| mult_x_22      | DW_mult_uns    | a_width=16 | mult_96_I6_I1 (RTL-Multiplier_syn.vhd:96) |
  |                | b_width=16 |                            |
| mult_x_23      | DW_mult_uns    | a_width=16 | mult_97_I6_I1 (RTL-Multiplier_syn.vhd:97) |
  |                | b_width=16 |                            |
| mult_x_24      | DW_mult_uns    | a_width=16 | mult_98_I6_I1 (RTL-Multiplier_syn.vhd:98) |
  |                | b_width=16 |                            |
| mult_x_25      | DW_mult_uns    | a_width=16 | mult_95_I7_I1 (RTL-Multiplier_syn.vhd:95) |
  |                | b_width=16 |                            |
| mult_x_26      | DW_mult_uns    | a_width=16 | mult_96_I7_I1 (RTL-Multiplier_syn.vhd:96) |
  |                | b_width=16 |                            |
| mult_x_27      | DW_mult_uns    | a_width=16 | mult_97_I7_I1 (RTL-Multiplier_syn.vhd:97) |
  |                | b_width=16 |                            |
| mult_x_28      | DW_mult_uns    | a_width=16 | mult_98_I7_I1 (RTL-Multiplier_syn.vhd:98) |
  |                | b_width=16 |                            |
| mult_x_29      | DW_mult_uns    | a_width=16 | mult_95_I8_I1 (RTL-Multiplier_syn.vhd:95) |
  |                | b_width=16 |                            |
| mult_x_30      | DW_mult_uns    | a_width=16 | mult_96_I8_I1 (RTL-Multiplier_syn.vhd:96) |
  |                | b_width=16 |                            |
| mult_x_31      | DW_mult_uns    | a_width=16 | mult_97_I8_I1 (RTL-Multiplier_syn.vhd:97) |
  |                | b_width=16 |                            |
| mult_x_32      | DW_mult_uns    | a_width=16 | mult_98_I8_I1 (RTL-Multiplier_syn.vhd:98) |
  |                | b_width=16 |                            |
| DP_OP_249J5_122_2426            |            |                            |
|                | DP_OP_249J5_122_2426 |      |                            |
| DP_OP_250J5_123_2426            |            |                            |
|                | DP_OP_250J5_123_2426 |      |                            |
| DP_OP_251J5_124_2426            |            |                            |
|                | DP_OP_251J5_124_2426 |      |                            |
| DP_OP_252J5_125_2426            |            |                            |
|                | DP_OP_252J5_125_2426 |      |                            |
| DP_OP_253J5_126_2426            |            |                            |
|                | DP_OP_253J5_126_2426 |      |                            |
| DP_OP_254J5_127_2426            |            |                            |
|                | DP_OP_254J5_127_2426 |      |                            |
| DP_OP_255J5_128_2426            |            |                            |
|                | DP_OP_255J5_128_2426 |      |                            |
| DP_OP_256J5_129_2426            |            |                            |
|                | DP_OP_256J5_129_2426 |      |                            |
=============================================================================

Datapath Report for DP_OP_249J5_122_2426
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_249J5_122_2426 | add_177 (RTL-Multiplier_syn.vhd:177)                |
|                      | add_177_2 (RTL-Multiplier_syn.vhd:177)              |
|                      | add_177_3 (RTL-Multiplier_syn.vhd:177)              |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 32    |                                          |
| I2    | PI   | Unsigned | 32    |                                          |
| I3    | PI   | Unsigned | 32    |                                          |
| I4    | PI   | Unsigned | 32    |                                          |
| O1    | PO   | Unsigned | 32    | I1 + I2 + I3 + I4 (RTL-Multiplier_syn.vhd:177) |
==============================================================================

Datapath Report for DP_OP_250J5_123_2426
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_250J5_123_2426 | add_177_I2_I1 (RTL-Multiplier_syn.vhd:177)          |
|                      | add_177_2_I2_I1 (RTL-Multiplier_syn.vhd:177)        |
|                      | add_177_3_I2_I1 (RTL-Multiplier_syn.vhd:177)        |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 32    |                                          |
| I2    | PI   | Unsigned | 32    |                                          |
| I3    | PI   | Unsigned | 32    |                                          |
| I4    | PI   | Unsigned | 32    |                                          |
| O1    | PO   | Unsigned | 32    | I1 + I2 + I3 + I4 (RTL-Multiplier_syn.vhd:177) |
==============================================================================

Datapath Report for DP_OP_251J5_124_2426
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_251J5_124_2426 | add_177_I3_I1 (RTL-Multiplier_syn.vhd:177)          |
|                      | add_177_2_I3_I1 (RTL-Multiplier_syn.vhd:177)        |
|                      | add_177_3_I3_I1 (RTL-Multiplier_syn.vhd:177)        |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 32    |                                          |
| I2    | PI   | Unsigned | 32    |                                          |
| I3    | PI   | Unsigned | 32    |                                          |
| I4    | PI   | Unsigned | 32    |                                          |
| O1    | PO   | Unsigned | 32    | I1 + I2 + I3 + I4 (RTL-Multiplier_syn.vhd:177) |
==============================================================================

Datapath Report for DP_OP_252J5_125_2426
==============================================================================
| Cell                 | Contained Operations                                |
