Version("1.1")
Date("11/20/25 16:44:56")
User("g.vilarde")
Tool("ZOIX")
Info("  Type:    Fault Coverage Report")
Info("  Version: W-2024.09-SP1 (64-bit, Nov 24 2024)")
Info("  Models:  All")
Info("  Classes: All")

FunctionalBlocks{
     1 design {
           1  DSP {F:142015}
    }
}
StrobeData{
    StrobeList{"strobe1"
        Pins{
            1 "DSP.dsp_except_data[95:0]";
            2 "DSP.dsp_taken_branch[2:0]";
            3 "DSP.dsp_except_condition[2:0]";
            4 "DSP.busy_dsp[2:0]";
            5 "DSP.dsp_we_word[5:0]";
            6 "DSP.dsp_sc_read_addr[83:0]";
            7 "DSP.dsp_to_sc[23:0]";
            8 "DSP.dsp_sc_data_write_wire[191:0]";
            9 "DSP.dsp_sc_write_addr[41:0]";
            10 "DSP.dsp_sci_we[11:0]";
            11 "DSP.dsp_sci_req[11:0]";
            12 "DSP.state_DSP[5:0]";
        }
    }
}

FaultList{

 Total              ND               DD              NC              NO Scope
------ --------------- ---------------- --------------- --------------- -----
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_118_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_117_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_116_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_115_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_114_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_113_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_112_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_111_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_110_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_109_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_108_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_107_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_106_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_105_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_104_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_103_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_102_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_101_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_100_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_99_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_98_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_97_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_96_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_95_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_94_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_93_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_92_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_91_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_90_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_89_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_88_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_87_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_86_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_85_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_84_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_83_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_82_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_81_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_80_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_79_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_78_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_77_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_76_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_75_
     8     8 (100.00%)      0   (0.00%)     0   (0.00%)     0   (0.00%) -dsp_sc_data_read_mask_reg_74_
