Version("1.1")
Date("09/26/25 19:19:17")
User("g.vilarde")
Tool("ZOIX")
Info("  Type:    Fault Coverage Report")
Info("  Version: V-2023.12 (64-bit, Nov 19 2023)")
Info("  Models:  All")
Info("  Classes: All")

FunctionalBlocks{
     1 design {
           1  DSP {F:163601}
    }
}
StrobeData{
    StrobeList{"strobe1"
        Pins{
            1 "DSP.dsp_except_data[31:0]";
            2 "DSP.state_DSP[1:0]";
            3 "DSP.dsp_we_word[7:0]";
            4 "DSP.dsp_sc_read_addr[27:0]";
            5 "DSP.dsp_to_sc[7:0]";
            6 "DSP.dsp_sc_data_write_wire[255:0]";
            7 "DSP.dsp_sc_write_addr[13:0]";
            8 "DSP.dsp_sci_we[3:0]";
            9 "DSP.dsp_sci_req[3:0]";
        }
    }
}

FaultList{

 Total              ND               DD           PD             NC             NO Scope
------ --------------- ---------------- ------------ -------------- -------------- -----
     8     6  (75.00%)      2  (25.00%)  0   (0.00%)    0   (0.00%)    0   (0.00%) -U13275
     8     6  (75.00%)      2  (25.00%)  0   (0.00%)    0   (0.00%)    0   (0.00%) -U13124
     8     6  (75.00%)      2  (25.00%)  0   (0.00%)    0   (0.00%)    0   (0.00%) -U13093
     8     6  (75.00%)      2  (25.00%)  0   (0.00%)    0   (0.00%)    0   (0.00%) -U9934
     8     6  (75.00%)      2  (25.00%)  0   (0.00%)    0   (0.00%)    0   (0.00%) -MVSIZE_READ_MASK_reg_2_
     8     6  (75.00%)      2  (25.00%)  0   (0.00%)    0   (0.00%)    0   (0.00%) -MVSIZE_READ_MASK_reg_11_
     8     6  (75.00%)      2  (25.00%)  0   (0.00%)    0   (0.00%)    0   (0.00%) -MVSIZE_READ_MASK_reg_12_
     8     6  (75.00%)      2  (25.00%)  0   (0.00%)    0   (0.00%)    0   (0.00%) -MVSIZE_READ_MASK_reg_13_
     8     6  (75.00%)      2  (25.00%)  0   (0.00%)    0   (0.00%)    0   (0.00%) -MVSIZE_READ_MASK_reg_14_
     8     6  (75.00%)      2  (25.00%)  0   (0.00%)    0   (0.00%)    0   (0.00%) -MVSIZE_READ_MASK_reg_0_
     8     6  (75.00%)      2  (25.00%)  0   (0.00%)    0   (0.00%)    0   (0.00%) -RS1_Data_IE_lat_reg_29_
     8     6  (75.00%)      2  (25.00%)  0   (0.00%)    0   (0.00%)    0   (0.00%) -RS1_Data_IE_lat_reg_27_
     8     6  (75.00%)      2  (25.00%)  0   (0.00%)    0   (0.00%)    0   (0.00%) -RS1_Data_IE_lat_reg_24_
