Version("1.1")
Date("10/30/25 23:25:57")
User("g.vilarde")
Tool("ZOIX")
Info("  Type:    Fault Coverage Report")
Info("  Version: W-2024.09-SP1 (64-bit, Nov 24 2024)")
Info("  Models:  All")
Info("  Classes: All")

FunctionalBlocks{
     1 design {
           1  DSP {F:256933}
    }
}
StrobeData{
    StrobeList{"strobe1"
        Pins{
            1 "DSP.dsp_except_data[95:0]";
            2 "DSP.dsp_taken_branch[2:0]";
            3 "DSP.dsp_except_condition[2:0]";
            4 "DSP.busy_dsp[2:0]";
            5 "DSP.dsp_we_word[11:0]";
            6 "DSP.dsp_sc_read_addr[83:0]";
            7 "DSP.dsp_to_sc[23:0]";
            8 "DSP.dsp_sc_data_write_wire[383:0]";
            9 "DSP.dsp_sc_write_addr[41:0]";
            10 "DSP.dsp_sci_we[11:0]";
            11 "DSP.dsp_sci_req[11:0]";
            12 "DSP.state_DSP[5:0]";
        }
    }
}

FaultList{

 Total              ND               DD            PD             NC             NO Scope
------ --------------- ---------------- ------------- -------------- -------------- -----
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -U25663
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -U25384
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -U25379
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -U24997
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -U24972
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -U24864
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -U24835
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -U24646
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -U24635
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -U24567
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -U24542
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -U24525
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -U24491
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -U24407
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -U23907
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -U23403
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -MVSIZE_READ_MASK_reg_2_
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -MVSIZE_READ_MASK_reg_11_
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -MVSIZE_READ_MASK_reg_12_
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -MVSIZE_READ_MASK_reg_13_
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -MVSIZE_READ_MASK_reg_14_
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -MVSIZE_READ_MASK_reg_0_
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -RS1_Data_IE_lat_reg_30_
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -RS1_Data_IE_lat_reg_28_
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -RS1_Data_IE_lat_reg_26_
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -RS1_Data_IE_lat_reg_25_
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -RS1_Data_IE_lat_reg_24_
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -RS1_Data_IE_lat_reg_23_
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -RS1_Data_IE_lat_reg_22_
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -RS1_Data_IE_lat_reg_18_
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -RS1_Data_IE_lat_reg_17_
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -RS1_Data_IE_lat_reg_16_
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -MVSIZE_READ_MASK_reg_17_
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -MVSIZE_READ_MASK_reg_26_
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -MVSIZE_READ_MASK_reg_27_
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -MVSIZE_READ_MASK_reg_28_
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -MVSIZE_READ_MASK_reg_29_
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -MVSIZE_READ_MASK_reg_15_
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -RS1_Data_IE_lat_reg_62_
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -RS1_Data_IE_lat_reg_60_
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -RS1_Data_IE_lat_reg_58_
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -RS1_Data_IE_lat_reg_57_
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -RS1_Data_IE_lat_reg_56_
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -RS1_Data_IE_lat_reg_55_
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -RS1_Data_IE_lat_reg_54_
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -RS1_Data_IE_lat_reg_50_
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -RS1_Data_IE_lat_reg_49_
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -RS1_Data_IE_lat_reg_48_
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -MVSIZE_READ_MASK_reg_32_
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -MVSIZE_READ_MASK_reg_41_
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -MVSIZE_READ_MASK_reg_42_
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -MVSIZE_READ_MASK_reg_43_
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -MVSIZE_READ_MASK_reg_44_
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -MVSIZE_READ_MASK_reg_30_
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -RS1_Data_IE_lat_reg_94_
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -RS1_Data_IE_lat_reg_92_
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -RS1_Data_IE_lat_reg_90_
     8     6  (75.00%)      2  (25.00%)   0   (0.00%)    0   (0.00%)    0   (0.00%) -RS1_Data_IE_lat_reg_89_
