Version("1.1")
Date("11/07/25 12:27:12")
User("g.vilarde")
Tool("ZOIX")
Info("  Type:    Fault Coverage Report")
Info("  Version: W-2024.09-SP1 (64-bit, Nov 24 2024)")
Info("  Models:  All")
Info("  Classes: All")

FunctionalBlocks{
     1 design {
           1  DSP {F:48176}
    }
}
StrobeData{
    StrobeList{"strobe1"
        Pins{
            1 "DSP.dsp_except_data[31:0]";
            2 "DSP.dsp_we_word[1:0]";
            3 "DSP.dsp_sc_read_addr[27:0]";
            4 "DSP.dsp_to_sc[7:0]";
            5 "DSP.dsp_sc_data_write_wire[63:0]";
            6 "DSP.dsp_sc_write_addr[13:0]";
            7 "DSP.dsp_sci_we[3:0]";
            8 "DSP.dsp_sci_req[3:0]";
            9 "DSP.state_DSP[1:0]";
        }
    }
}

FaultList{

Total              ND              DD             NC              NO Scope
----- --------------- --------------- -------------- --------------- -----
82242 17337  (21.08%) 36758  (44.69%) 8767  (10.66%) 19380  (23.56%) DSP
    8     6  (75.00%)     0   (0.00%)    0   (0.00%)     2  (25.00%) -U5225
    8     6  (75.00%)     0   (0.00%)    0   (0.00%)     2  (25.00%) -U5223
    8     6  (75.00%)     0   (0.00%)    0   (0.00%)     2  (25.00%) -U5221
    8     6  (75.00%)     0   (0.00%)    0   (0.00%)     2  (25.00%) -U5219
    8     6  (75.00%)     0   (0.00%)    0   (0.00%)     2  (25.00%) -U5217
    8     6  (75.00%)     0   (0.00%)    0   (0.00%)     2  (25.00%) -U5215
    8     6  (75.00%)     0   (0.00%)    0   (0.00%)     2  (25.00%) -U5212
    8     6  (75.00%)     0   (0.00%)    0   (0.00%)     2  (25.00%) -U5210
    8     6  (75.00%)     0   (0.00%)    0   (0.00%)     2  (25.00%) -U5208
    8     6  (75.00%)     0   (0.00%)    0   (0.00%)     2  (25.00%) -U5206
    8     6  (75.00%)     0   (0.00%)    0   (0.00%)     2  (25.00%) -U5204
    8     6  (75.00%)     0   (0.00%)    0   (0.00%)     2  (25.00%) -U5202
    8     6  (75.00%)     0   (0.00%)    0   (0.00%)     2  (25.00%) -U5200
    8     6  (75.00%)     0   (0.00%)    0   (0.00%)     2  (25.00%) -U5188
    8     6  (75.00%)     0   (0.00%)    0   (0.00%)     2  (25.00%) -U5186
    8     6  (75.00%)     0   (0.00%)    0   (0.00%)     2  (25.00%) -U5184
    8     6  (75.00%)     0   (0.00%)    0   (0.00%)     2  (25.00%) -U5182
    8     6  (75.00%)     0   (0.00%)    0   (0.00%)     2  (25.00%) -U5180
    8     6  (75.00%)     0   (0.00%)    0   (0.00%)     2  (25.00%) -U5178
    8     6  (75.00%)     0   (0.00%)    0   (0.00%)     2  (25.00%) -U5176
    8     6  (75.00%)     0   (0.00%)    0   (0.00%)     2  (25.00%) -U5174
    6     6 (100.00%)     0   (0.00%)    0   (0.00%)     0   (0.00%) -U7181
    6     6 (100.00%)     0   (0.00%)    0   (0.00%)     0   (0.00%) -U7176
    6     6 (100.00%)     0   (0.00%)    0   (0.00%)     0   (0.00%) -U7170
    6     6 (100.00%)     0   (0.00%)    0   (0.00%)     0   (0.00%) -U7165
    6     6 (100.00%)     0   (0.00%)    0   (0.00%)     0   (0.00%) -U7161
    6     6 (100.00%)     0   (0.00%)    0   (0.00%)     0   (0.00%) -U7154
    6     6 (100.00%)     0   (0.00%)    0   (0.00%)     0   (0.00%) -U7150
    6     6 (100.00%)     0   (0.00%)    0   (0.00%)     0   (0.00%) -U7144
    6     6 (100.00%)     0   (0.00%)    0   (0.00%)     0   (0.00%) -U7135
    6     6 (100.00%)     0   (0.00%)    0   (0.00%)     0   (0.00%) -U7130
    6     6 (100.00%)     0   (0.00%)    0   (0.00%)     0   (0.00%) -U7125
    6     6 (100.00%)     0   (0.00%)    0   (0.00%)     0   (0.00%) -U7122
    6     6 (100.00%)     0   (0.00%)    0   (0.00%)     0   (0.00%) -U7116
    6     6 (100.00%)     0   (0.00%)    0   (0.00%)     0   (0.00%) -U7106
    6     6 (100.00%)     0   (0.00%)    0   (0.00%)     0   (0.00%) -U7102
    6     6 (100.00%)     0   (0.00%)    0   (0.00%)     0   (0.00%) -U7095
    6     6 (100.00%)     0   (0.00%)    0   (0.00%)     0   (0.00%) -U7083
    6     6 (100.00%)     0   (0.00%)    0   (0.00%)     0   (0.00%) -U7073
    6     6 (100.00%)     0   (0.00%)    0   (0.00%)     0   (0.00%) -U7062
