 
****************************************
Report : resources
Design : DSP_Unit_THREAD_POOL_SIZE6_accl_en1_replicate_accl_en1_multithreaded_accl_en0_SPM_NUM4_Addr_Width14_SIMD4_ACCL_NUM6_FU_NUM6_TPS_CEIL3_TPS_BUF_CEIL3_SPM_ADDR_WID3_SIMD_BITS2_Data_Width32_SIMD_Width128
Version: V-2023.12
Date   : Wed Sep 24 15:32:58 2025
****************************************


Resource Report for this hierarchy in file
        /home/g.vilarde/Klessydra/pulpino-klessydra/ips/FU_breakdown/DSP/RTL-DSP_Unit_syn.vhd
=============================================================================
| Cell           | Module         | Parameters | Contained Operations       |
|                      | add_101_4_I4_I1_G5 (RTL-Adder_syn.vhd:101)          |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 9     | I1 + I2 + I3 (RTL-Adder_syn.vhd:101)     |
==============================================================================

Datapath Report for DP_OP_1248J4_193_8752
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_1248J4_193_8752 | add_102_I4_I1_G5 (RTL-Adder_syn.vhd:102)           |
|                      | add_102_2_I4_I1_G5 (RTL-Adder_syn.vhd:102)          |
|                      | add_102_5_I4_I1_G5 (RTL-Adder_syn.vhd:102)          |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| I4    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 9     | I1 + I2 + I3 + I4 (RTL-Adder_syn.vhd:102) |
==============================================================================

Datapath Report for DP_OP_1249J4_194_8752
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_1249J4_194_8752 | add_146_I4_I1_G5 (RTL-Adder_syn.vhd:146)           |
|                      | add_146_2_I4_I1_G5 (RTL-Adder_syn.vhd:146)          |
|                      | add_146_5_I4_I1_G5 (RTL-Adder_syn.vhd:146)          |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| I4    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 9     | I1 + I2 + I3 + I4 (RTL-Adder_syn.vhd:146) |
==============================================================================

Datapath Report for DP_OP_1250J4_195_8752
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_1250J4_195_8752 | add_146_I3_I1_G5 (RTL-Adder_syn.vhd:146)           |
|                      | add_146_2_I3_I1_G5 (RTL-Adder_syn.vhd:146)          |
|                      | add_146_5_I3_I1_G5 (RTL-Adder_syn.vhd:146)          |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| I4    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 9     | I1 + I2 + I3 + I4 (RTL-Adder_syn.vhd:146) |
==============================================================================

Datapath Report for DP_OP_1251J4_196_8752
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_1251J4_196_8752 | add_146_I2_I1_G5 (RTL-Adder_syn.vhd:146)           |
|                      | add_146_2_I2_I1_G5 (RTL-Adder_syn.vhd:146)          |
|                      | add_146_5_I2_I1_G5 (RTL-Adder_syn.vhd:146)          |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| I4    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 9     | I1 + I2 + I3 + I4 (RTL-Adder_syn.vhd:146) |
==============================================================================

Datapath Report for DP_OP_1252J4_197_8752
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_1252J4_197_8752 | add_146_G5 (RTL-Adder_syn.vhd:146)                 |
|                      | add_146_2_G5 (RTL-Adder_syn.vhd:146)                |
|                      | add_146_5_G5 (RTL-Adder_syn.vhd:146)                |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| I4    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 9     | I1 + I2 + I3 + I4 (RTL-Adder_syn.vhd:146) |
==============================================================================

Datapath Report for DP_OP_1253J4_198_8751
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_1253J4_198_8751 | add_149_I4_I1_G5 (RTL-Adder_syn.vhd:149)           |
|                      | add_149_2_I4_I1_G5 (RTL-Adder_syn.vhd:149)          |
|                      | add_149_5_I4_I1_G5 (RTL-Adder_syn.vhd:149)          |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| I4    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 8     | I1 + I2 + I3 + I4 (RTL-Adder_syn.vhd:149) |
==============================================================================

Datapath Report for DP_OP_1254J4_199_8751
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_1254J4_199_8751 | add_149_I3_I1_G5 (RTL-Adder_syn.vhd:149)           |
|                      | add_149_2_I3_I1_G5 (RTL-Adder_syn.vhd:149)          |
|                      | add_149_5_I3_I1_G5 (RTL-Adder_syn.vhd:149)          |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| I4    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 8     | I1 + I2 + I3 + I4 (RTL-Adder_syn.vhd:149) |
==============================================================================

Datapath Report for DP_OP_1255J4_200_8751
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_1255J4_200_8751 | add_149_I2_I1_G5 (RTL-Adder_syn.vhd:149)           |
|                      | add_149_2_I2_I1_G5 (RTL-Adder_syn.vhd:149)          |
|                      | add_149_5_I2_I1_G5 (RTL-Adder_syn.vhd:149)          |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| I4    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 8     | I1 + I2 + I3 + I4 (RTL-Adder_syn.vhd:149) |
==============================================================================

Datapath Report for DP_OP_1256J4_201_8751
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_1256J4_201_8751 | add_149_G5 (RTL-Adder_syn.vhd:149)                 |
|                      | add_149_2_G5 (RTL-Adder_syn.vhd:149)                |
|                      | add_149_5_G5 (RTL-Adder_syn.vhd:149)                |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| I4    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 8     | I1 + I2 + I3 + I4 (RTL-Adder_syn.vhd:149) |
==============================================================================

Datapath Report for DP_OP_1257J4_202_8402
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_1257J4_202_8402 | add_101_G6 (RTL-Adder_syn.vhd:101)                 |
|                      | add_101_4_G6 (RTL-Adder_syn.vhd:101)                |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 9     | I1 + I2 + I3 (RTL-Adder_syn.vhd:101)     |
==============================================================================

Datapath Report for DP_OP_1258J4_203_8752
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_1258J4_203_8752 | add_102_G6 (RTL-Adder_syn.vhd:102)                 |
|                      | add_102_2_G6 (RTL-Adder_syn.vhd:102)                |
|                      | add_102_5_G6 (RTL-Adder_syn.vhd:102)                |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| I4    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 9     | I1 + I2 + I3 + I4 (RTL-Adder_syn.vhd:102) |
==============================================================================

Datapath Report for DP_OP_1259J4_204_8402
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_1259J4_204_8402 | add_101_I2_I1_G6 (RTL-Adder_syn.vhd:101)           |
|                      | add_101_4_I2_I1_G6 (RTL-Adder_syn.vhd:101)          |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 9     | I1 + I2 + I3 (RTL-Adder_syn.vhd:101)     |
==============================================================================

Datapath Report for DP_OP_1260J4_205_8752
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_1260J4_205_8752 | add_102_I2_I1_G6 (RTL-Adder_syn.vhd:102)           |
|                      | add_102_2_I2_I1_G6 (RTL-Adder_syn.vhd:102)          |
|                      | add_102_5_I2_I1_G6 (RTL-Adder_syn.vhd:102)          |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| I4    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 9     | I1 + I2 + I3 + I4 (RTL-Adder_syn.vhd:102) |
==============================================================================

Datapath Report for DP_OP_1261J4_206_8402
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_1261J4_206_8402 | add_101_I3_I1_G6 (RTL-Adder_syn.vhd:101)           |
|                      | add_101_4_I3_I1_G6 (RTL-Adder_syn.vhd:101)          |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 9     | I1 + I2 + I3 (RTL-Adder_syn.vhd:101)     |
==============================================================================

Datapath Report for DP_OP_1262J4_207_8752
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_1262J4_207_8752 | add_102_I3_I1_G6 (RTL-Adder_syn.vhd:102)           |
|                      | add_102_2_I3_I1_G6 (RTL-Adder_syn.vhd:102)          |
|                      | add_102_5_I3_I1_G6 (RTL-Adder_syn.vhd:102)          |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| I4    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 9     | I1 + I2 + I3 + I4 (RTL-Adder_syn.vhd:102) |
==============================================================================

Datapath Report for DP_OP_1263J4_208_8402
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_1263J4_208_8402 | add_101_I4_I1_G6 (RTL-Adder_syn.vhd:101)           |
|                      | add_101_4_I4_I1_G6 (RTL-Adder_syn.vhd:101)          |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 9     | I1 + I2 + I3 (RTL-Adder_syn.vhd:101)     |
==============================================================================

Datapath Report for DP_OP_1264J4_209_8752
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_1264J4_209_8752 | add_102_I4_I1_G6 (RTL-Adder_syn.vhd:102)           |
|                      | add_102_2_I4_I1_G6 (RTL-Adder_syn.vhd:102)          |
|                      | add_102_5_I4_I1_G6 (RTL-Adder_syn.vhd:102)          |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| I4    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 9     | I1 + I2 + I3 + I4 (RTL-Adder_syn.vhd:102) |
==============================================================================

Datapath Report for DP_OP_1265J4_210_8752
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_1265J4_210_8752 | add_146_I4_I1_G6 (RTL-Adder_syn.vhd:146)           |
|                      | add_146_2_I4_I1_G6 (RTL-Adder_syn.vhd:146)          |
|                      | add_146_5_I4_I1_G6 (RTL-Adder_syn.vhd:146)          |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| I4    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 9     | I1 + I2 + I3 + I4 (RTL-Adder_syn.vhd:146) |
==============================================================================

Datapath Report for DP_OP_1266J4_211_8752
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_1266J4_211_8752 | add_146_I3_I1_G6 (RTL-Adder_syn.vhd:146)           |
|                      | add_146_2_I3_I1_G6 (RTL-Adder_syn.vhd:146)          |
|                      | add_146_5_I3_I1_G6 (RTL-Adder_syn.vhd:146)          |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| I4    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 9     | I1 + I2 + I3 + I4 (RTL-Adder_syn.vhd:146) |
==============================================================================

Datapath Report for DP_OP_1267J4_212_8752
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_1267J4_212_8752 | add_146_I2_I1_G6 (RTL-Adder_syn.vhd:146)           |
|                      | add_146_2_I2_I1_G6 (RTL-Adder_syn.vhd:146)          |
|                      | add_146_5_I2_I1_G6 (RTL-Adder_syn.vhd:146)          |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| I4    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 9     | I1 + I2 + I3 + I4 (RTL-Adder_syn.vhd:146) |
==============================================================================

Datapath Report for DP_OP_1268J4_213_8752
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_1268J4_213_8752 | add_146_G6 (RTL-Adder_syn.vhd:146)                 |
|                      | add_146_2_G6 (RTL-Adder_syn.vhd:146)                |
|                      | add_146_5_G6 (RTL-Adder_syn.vhd:146)                |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| I4    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 9     | I1 + I2 + I3 + I4 (RTL-Adder_syn.vhd:146) |
==============================================================================

Datapath Report for DP_OP_1269J4_214_8751
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_1269J4_214_8751 | add_149_I4_I1_G6 (RTL-Adder_syn.vhd:149)           |
|                      | add_149_2_I4_I1_G6 (RTL-Adder_syn.vhd:149)          |
|                      | add_149_5_I4_I1_G6 (RTL-Adder_syn.vhd:149)          |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| I4    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 8     | I1 + I2 + I3 + I4 (RTL-Adder_syn.vhd:149) |
==============================================================================

Datapath Report for DP_OP_1270J4_215_8751
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_1270J4_215_8751 | add_149_I3_I1_G6 (RTL-Adder_syn.vhd:149)           |
|                      | add_149_2_I3_I1_G6 (RTL-Adder_syn.vhd:149)          |
|                      | add_149_5_I3_I1_G6 (RTL-Adder_syn.vhd:149)          |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| I4    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 8     | I1 + I2 + I3 + I4 (RTL-Adder_syn.vhd:149) |
==============================================================================

Datapath Report for DP_OP_1271J4_216_8751
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_1271J4_216_8751 | add_149_I2_I1_G6 (RTL-Adder_syn.vhd:149)           |
|                      | add_149_2_I2_I1_G6 (RTL-Adder_syn.vhd:149)          |
|                      | add_149_5_I2_I1_G6 (RTL-Adder_syn.vhd:149)          |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| I4    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 8     | I1 + I2 + I3 + I4 (RTL-Adder_syn.vhd:149) |
==============================================================================

Datapath Report for DP_OP_1272J4_217_8751
==============================================================================
| Cell                 | Contained Operations                                |
==============================================================================
| DP_OP_1272J4_217_8751 | add_149_G6 (RTL-Adder_syn.vhd:149)                 |
|                      | add_149_2_G6 (RTL-Adder_syn.vhd:149)                |
|                      | add_149_5_G6 (RTL-Adder_syn.vhd:149)                |
==============================================================================

==============================================================================
|       |      | Data     |       |                                          |
| Var   | Type | Class    | Width | Expression                               |
==============================================================================
| I1    | PI   | Unsigned | 8     |                                          |
| I2    | PI   | Unsigned | 8     |                                          |
| I3    | PI   | Unsigned | 1     |                                          |
| I4    | PI   | Unsigned | 1     |                                          |
| O1    | PO   | Unsigned | 8     | I1 + I2 + I3 + I4 (RTL-Adder_syn.vhd:149) |
==============================================================================


Implementation Report
===============================================================================
|                    |                  | Current            | Set            |
| Cell               | Module           | Implementation     | Implementation |
===============================================================================
| DP_OP_1177J4_122_8402                 |                    |                |
|                    | DP_OP_1177J4_122_8402 | str (area)    |                |
| DP_OP_1178J4_123_8752                 |                    |                |
|                    | DP_OP_1178J4_123_8752 | str (area)    |                |
| DP_OP_1179J4_124_8402                 |                    |                |
|                    | DP_OP_1179J4_124_8402 | str (area)    |                |
| DP_OP_1180J4_125_8752                 |                    |                |
|                    | DP_OP_1180J4_125_8752 | str (area)    |                |
| DP_OP_1181J4_126_8402                 |                    |                |
|                    | DP_OP_1181J4_126_8402 | str (area)    |                |
| DP_OP_1182J4_127_8752                 |                    |                |
|                    | DP_OP_1182J4_127_8752 | str (area)    |                |
| DP_OP_1183J4_128_8402                 |                    |                |
|                    | DP_OP_1183J4_128_8402 | str (area)    |                |
| DP_OP_1184J4_129_8752                 |                    |                |
|                    | DP_OP_1184J4_129_8752 | str (area)    |                |
| DP_OP_1185J4_130_8752                 |                    |                |
|                    | DP_OP_1185J4_130_8752 | str (area)    |                |
| DP_OP_1186J4_131_8752                 |                    |                |
|                    | DP_OP_1186J4_131_8752 | str (area)    |                |
| DP_OP_1187J4_132_8752                 |                    |                |
|                    | DP_OP_1187J4_132_8752 | str (area)    |                |
| DP_OP_1188J4_133_8752                 |                    |                |
|                    | DP_OP_1188J4_133_8752 | str (area)    |                |
| DP_OP_1189J4_134_8751                 |                    |                |
|                    | DP_OP_1189J4_134_8751 | str (area)    |                |
| DP_OP_1190J4_135_8751                 |                    |                |
|                    | DP_OP_1190J4_135_8751 | str (area)    |                |
| DP_OP_1191J4_136_8751                 |                    |                |
|                    | DP_OP_1191J4_136_8751 | str (area)    |                |
| DP_OP_1192J4_137_8751                 |                    |                |
|                    | DP_OP_1192J4_137_8751 | str (area)    |                |
| DP_OP_1193J4_138_8402                 |                    |                |
|                    | DP_OP_1193J4_138_8402 | str (area)    |                |
| DP_OP_1194J4_139_8752                 |                    |                |
|                    | DP_OP_1194J4_139_8752 | str (area)    |                |
| DP_OP_1195J4_140_8402                 |                    |                |
|                    | DP_OP_1195J4_140_8402 | str (area)    |                |
| DP_OP_1196J4_141_8752                 |                    |                |
|                    | DP_OP_1196J4_141_8752 | str (area)    |                |
| DP_OP_1197J4_142_8402                 |                    |                |
|                    | DP_OP_1197J4_142_8402 | str (area)    |                |
| DP_OP_1198J4_143_8752                 |                    |                |
|                    | DP_OP_1198J4_143_8752 | str (area)    |                |
| DP_OP_1199J4_144_8402                 |                    |                |
|                    | DP_OP_1199J4_144_8402 | str (area)    |                |
| DP_OP_1200J4_145_8752                 |                    |                |
|                    | DP_OP_1200J4_145_8752 | str (area)    |                |
| DP_OP_1201J4_146_8752                 |                    |                |
|                    | DP_OP_1201J4_146_8752 | str (area)    |                |
| DP_OP_1202J4_147_8752                 |                    |                |
|                    | DP_OP_1202J4_147_8752 | str (area)    |                |
| DP_OP_1203J4_148_8752                 |                    |                |
|                    | DP_OP_1203J4_148_8752 | str (area)    |                |
| DP_OP_1204J4_149_8752                 |                    |                |
|                    | DP_OP_1204J4_149_8752 | str (area)    |                |
| DP_OP_1205J4_150_8751                 |                    |                |
|                    | DP_OP_1205J4_150_8751 | str (area)    |                |
| DP_OP_1206J4_151_8751                 |                    |                |
|                    | DP_OP_1206J4_151_8751 | str (area)    |                |
| DP_OP_1207J4_152_8751                 |                    |                |
|                    | DP_OP_1207J4_152_8751 | str (area)    |                |
| DP_OP_1208J4_153_8751                 |                    |                |
|                    | DP_OP_1208J4_153_8751 | str (area)    |                |
| DP_OP_1209J4_154_8402                 |                    |                |
|                    | DP_OP_1209J4_154_8402 | str (area)    |                |
| DP_OP_1210J4_155_8752                 |                    |                |
|                    | DP_OP_1210J4_155_8752 | str (area)    |                |
| DP_OP_1211J4_156_8402                 |                    |                |
|                    | DP_OP_1211J4_156_8402 | str (area)    |                |
| DP_OP_1212J4_157_8752                 |                    |                |
|                    | DP_OP_1212J4_157_8752 | str (area)    |                |
| DP_OP_1213J4_158_8402                 |                    |                |
|                    | DP_OP_1213J4_158_8402 | str (area)    |                |
| DP_OP_1214J4_159_8752                 |                    |                |
|                    | DP_OP_1214J4_159_8752 | str (area)    |                |
| DP_OP_1215J4_160_8402                 |                    |                |
|                    | DP_OP_1215J4_160_8402 | str (area)    |                |
| DP_OP_1216J4_161_8752                 |                    |                |
|                    | DP_OP_1216J4_161_8752 | str (area)    |                |
| DP_OP_1217J4_162_8752                 |                    |                |
|                    | DP_OP_1217J4_162_8752 | str (area)    |                |
| DP_OP_1218J4_163_8752                 |                    |                |
|                    | DP_OP_1218J4_163_8752 | str (area)    |                |
| DP_OP_1219J4_164_8752                 |                    |                |
|                    | DP_OP_1219J4_164_8752 | str (area)    |                |
| DP_OP_1220J4_165_8752                 |                    |                |
|                    | DP_OP_1220J4_165_8752 | str (area)    |                |
| DP_OP_1221J4_166_8751                 |                    |                |
|                    | DP_OP_1221J4_166_8751 | str (area)    |                |
| DP_OP_1222J4_167_8751                 |                    |                |
|                    | DP_OP_1222J4_167_8751 | str (area)    |                |
| DP_OP_1223J4_168_8751                 |                    |                |
|                    | DP_OP_1223J4_168_8751 | str (area)    |                |
| DP_OP_1224J4_169_8751                 |                    |                |
|                    | DP_OP_1224J4_169_8751 | str (area)    |                |
| DP_OP_1225J4_170_8402                 |                    |                |
|                    | DP_OP_1225J4_170_8402 | str (area)    |                |
| DP_OP_1226J4_171_8752                 |                    |                |
|                    | DP_OP_1226J4_171_8752 | str (area)    |                |
| DP_OP_1227J4_172_8402                 |                    |                |
|                    | DP_OP_1227J4_172_8402 | str (area)    |                |
| DP_OP_1228J4_173_8752                 |                    |                |
|                    | DP_OP_1228J4_173_8752 | str (area)    |                |
| DP_OP_1229J4_174_8402                 |                    |                |
|                    | DP_OP_1229J4_174_8402 | str (area)    |                |
| DP_OP_1230J4_175_8752                 |                    |                |
|                    | DP_OP_1230J4_175_8752 | str (area)    |                |
| DP_OP_1231J4_176_8402                 |                    |                |
|                    | DP_OP_1231J4_176_8402 | str (area)    |                |
| DP_OP_1232J4_177_8752                 |                    |                |
|                    | DP_OP_1232J4_177_8752 | str (area)    |                |
| DP_OP_1233J4_178_8752                 |                    |                |
|                    | DP_OP_1233J4_178_8752 | str (area)    |                |
| DP_OP_1234J4_179_8752                 |                    |                |
|                    | DP_OP_1234J4_179_8752 | str (area)    |                |
| DP_OP_1235J4_180_8752                 |                    |                |
|                    | DP_OP_1235J4_180_8752 | str (area)    |                |
| DP_OP_1236J4_181_8752                 |                    |                |
|                    | DP_OP_1236J4_181_8752 | str (area)    |                |
| DP_OP_1237J4_182_8751                 |                    |                |
|                    | DP_OP_1237J4_182_8751 | str (area)    |                |
